  lote_ID,prueba,Equipo,resultado,Linea_produccion,hora_muestreo,Dia
L-2024-0051,Espesor,Balanza-03,Conforme,Linea B,13:33:36,Viernes
L-2024-0036,Espesor,Balanza-04,Alerta,Linea B,16:25:25,Viernes
L-2024-0094,Disolucion 30 min,Termobalanza-01,Conforme,Linea A,16:55:49,Viernes
L-2024-0199,Tiempo de desintegracion,Termobalanza-01,Conforme,Linea A,16:50:56,Viernes
L-2024-0062,Disolucion 30 min,Disolutor-02,Conforme,Linea A,13:11:19,Viernes
L-2024-0035,Espesor,Balanza-04,Conforme,Linea A,13:45:10,Martes
L-2024-0245,Peso promedio,Balanza-03,Alerta,Linea A,08:33:47,Viernes
L-2024-0180,Espesor,HPLC-02,Conforme,Linea A,14:43:15,Miercoles
L-2024-0214,Peso promedio,Durometro-01,Conforme,Linea B,17:24:21,Martes
L-2024-0127,Tiempo de desintegracion,Durometro-01,Conforme,linea a,20:27:53,Viernes
L-2024-0219,Dureza,Durometro-01,Conforme,Linea B,11:56:19,Viernes
L-2024-0123,Tiempo de desintegracion,Balanza-03,Conforme,Linea B,13:43:59,Lunes
L-2024-0260,Disolucion 30 min,Durometro-02,Conforme,Linea A,08:41:49,Miercoles
L-2024-0242,Humedad,Disolutor-01,Alerta,Linea B,18:27:33,Lunes
L-2024-0098,Espesor,Durometro-02,Conforme,Linea A,13:26:01,Lunes
L-2024-0250,Disolucion 30 min,Durometro-01,Conforme,Linea A,11:30:13,Lunes
L-2024-0215,Friabilidad,Balanza-04,Alerta,Linea A,10:31:50,Martes
L-2024-0096,Uniformidad de contenido,HPLC-02,Conforme,Linea B,12:24:36,Viernes
L-2024-0100,Tiempo de desintegracion,Durometro-02,Conforme,Linea B,09:13:05,Lunes
L-2024-0214,Humedad,Disolutor-02,Conforme,Linea A,21:48:47,Jueves
L-2024-0176,Uniformidad de contenido,HPLC-01,Conforme,Linea B,08:10:56,Miercoles
L-2024-0224,Tiempo de desintegracion,Disolutor-02,Conforme,Linea B,21:11:17,Miercoles
L-2024-0202,Humedad,Termobalanza-01,Conforme,Linea A,07:56:25,Miercoles
L-2024-0110,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,21:11:56,Miercoles
L-2024-0243,pH,Termobalanza-01,Conforme,Linea A,06:34:30,Martes
L-2024-0142,Uniformidad de contenido,Durometro-01,Conforme,Linea B,21:45:54,Viernes
L-2024-0172,pH,Balanza-04,Conforme,Linea A,12:27:30,Viernes
L-2024-0207,Disolucion 30 min,Balanza-03,Conforme,Linea A,17:29:50,Lunes
L-2024-0255,Dureza,HPLC-02,Fuera de Especificacion (OOS),Linea A,14:29:45,Martes
L-2024-0232,Peso promedio,Balanza-04,Alerta,Linea B,11:57:36,Viernes
L-2024-0088,Tiempo de desintegracion,phmetro-01,Conforme,Linea A,06:33:30,Lunes
L-2024-0046,Uniformidad de contenido,phmetro-01,Conforme,Linea A,19:11:40,Miercoles
L-2024-0144,Peso promedio,Termobalanza-01,Conforme,linea a,07:34:57,Viernes
L-2024-0204,Espesor,HPLC-02,Conforme,linea a,11:29:06,Jueves
L-2024-0169,Tiempo de desintegracion,Balanza-03,Fuera de Especificacion (OOS),Linea A,07:16:27,Viernes
L-2024-0039,pH,Disolutor-02,Conforme,Linea A,21:50:13,Martes
L-2024-0096,Dureza,HPLC-01,Conforme,Linea A,17:16:41,Lunes
L-2024-0098,Peso promedio,Durometro-02,Fuera de Especificacion (OOS),Linea B,08:03:46,Miercoles
L-2024-0241,Disolucion 30 min,phmetro-01,Conforme,Linea B,12:39:28,Lunes
L-2024-0058,Humedad,Durometro-02,Conforme,Linea B,07:13:49,Jueves
L-2024-0119,Tiempo de desintegracion,Balanza-04,Conforme,Linea A,12:03:11,Miercoles
L-2024-0243,Humedad,Durometro-02,Conforme,Linea A,19:25:48,Martes
L-2024-0235,Peso promedio,Durometro-02,Alerta,Linea B,13:34:07,Jueves
L-2024-0172,Tiempo de desintegracion,HPLC-02,Alerta,Linea B,19:33:02,Viernes
L-2024-0131,Friabilidad,Disolutor-02,Conforme,Linea A,11:17:04,Jueves
L-2024-0042,Peso promedio,HPLC-01,Alerta,Linea A,17:32:31,Viernes
L-2024-0236,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,08:39:59,Lunes
L-2024-0166,Peso promedio,phmetro-01,Conforme,Linea A,20:57:25,Viernes
L-2024-0165,Humedad,HPLC-01,Conforme,Linea B,20:37:39,Martes
L-2024-0068,Disolucion 30 min,HPLC-02,Conforme,Linea B,15:29:50,Miercoles
L-2024-0025,Peso promedio,Disolutor-02,Alerta,Linea B,07:26:41,Lunes
L-2024-0235,Uniformidad de contenido,Durometro-01,Conforme,Linea B,06:51:03,Miercoles
L-2024-0047,Disolucion 30 min,phmetro-01,Alerta,Linea A,19:47:42,Miercoles
L-2024-0022,Humedad,Disolutor-01,Conforme,Linea B,09:56:09,Viernes
L-2024-0118,Dureza,Disolutor-01,Conforme,Linea A,15:18:25,Miercoles
L-2024-0233,Friabilidad,Balanza-04,Alerta,Linea A,21:48:01,Jueves
L-2024-0210,pH,HPLC-01,Conforme,Linea B,15:58:47,Lunes
L-2024-0058,Uniformidad de contenido,Disolutor-01,Conforme,Linea B,15:20:15,Viernes
L-2024-0022,Humedad,Disolutor-02,Conforme,Linea B,20:54:30,Miercoles
L-2024-0020,Dureza,Balanza-04,Conforme,Linea B,07:55:22,Viernes
L-2024-0005,Disolucion 30 min,Durometro-02,Conforme,Linea A,14:31:46,Lunes
L-2024-0140,Humedad,phmetro-01,Conforme,Linea B,19:38:36,Jueves
L-2024-0210,Dureza,Disolutor-02,Conforme,Linea A,13:36:46,Miercoles
L-2024-0088,Dureza,Balanza-04,Alerta,Linea B,14:49:55,Miercoles
L-2024-0186,Uniformidad de contenido,Durometro-01,Conforme,Linea A,06:28:32,Lunes
L-2024-0157,Uniformidad de contenido,Disolutor-02,Conforme,Linea B,08:31:45,Jueves
L-2024-0113,Humedad,Disolutor-01,Conforme,Linea A,09:07:56,Miercoles
L-2024-0121,Disolucion 30 min,phmetro-01,Conforme,Linea A,19:56:03,Lunes
L-2024-0106,Espesor,HPLC-02,Conforme,Linea B,21:53:39,Jueves
L-2024-0081,Espesor,Termobalanza-01,Alerta,Linea B,10:08:08,Martes
L-2024-0026,Humedad,HPLC-01,Fuera de Especificacion (OOS),Linea B,18:32:45,Miercoles
L-2024-0221,Espesor,Disolutor-01,Conforme,Linea B,11:29:14,Jueves
L-2024-0139,Friabilidad,Balanza-03,Fuera de Tendencia (OOT),Linea B,16:25:08,Viernes
L-2024-0235,Dureza,HPLC-01,Fuera de Tendencia (OOT),Linea A,09:40:24,Martes
L-2024-0035,Tiempo de desintegracion,Balanza-04,Conforme,Linea B,14:23:29,Jueves
L-2024-0176,Disolucion 30 min,phmetro-01,Conforme,Linea B,17:04:00,Martes
L-2024-0115,Friabilidad,HPLC-01,Conforme,Linea A,07:38:24,Viernes
L-2024-0204,Tiempo de desintegracion,HPLC-02,Conforme,Linea A,08:03:51,Miercoles
L-2024-0100,Dureza,Disolutor-01,Conforme,Linea A,19:54:33,Martes
L-2024-0102,Peso promedio,Disolutor-02,Conforme,Linea B,21:45:53,Jueves
L-2024-0064,Uniformidad de contenido,HPLC-01,Alerta,Linea B,09:37:49,Lunes
L-2024-0041,Tiempo de desintegracion,Termobalanza-01,Conforme,Linea A,06:23:27,Jueves
L-2024-0092,Dureza,,Conforme,Linea A,19:10:26,Lunes
L-2024-0218,Friabilidad,Durometro-01,Conforme,Linea B,06:04:37,Lunes
L-2024-0129,Disolucion 30 min,Durometro-01,Conforme,Linea B,17:14:18,Martes
L-2024-0189,pH,Durometro-01,Conforme,Linea A,21:51:24,Martes
L-2024-0020,Tiempo de desintegracion,phmetro-01,Conforme,Linea A,19:00:31,Lunes
L-2024-0215,Peso promedio,,Conforme,Linea A,16:10:01,Jueves
L-2024-0189,pH,Disolutor-02,Conforme,Linea B,07:31:53,Viernes
L-2024-0014,Uniformidad de contenido,Balanza-03,Conforme,Linea B,15:41:52,Martes
L-2024-0035,Dureza,Disolutor-01,Conforme,Linea A,21:09:15,Jueves
L-2024-0198,Humedad,HPLC-02,Alerta,Linea B,08:25:18,Martes
L-2024-0103,Peso promedio,Balanza-04,Conforme,Linea A,17:11:17,Miercoles
L-2024-0136,Tiempo de desintegracion,Durometro-01,Alerta,Linea A,19:51:22,Viernes
L-2024-0209,Peso promedio,Durometro-02,Conforme,Linea A,10:56:43,Jueves
L-2024-0180,Espesor,Balanza-03,Conforme,linea a,20:48:51,Viernes
L-2024-0041,Friabilidad,Balanza-03,Conforme,Linea A,21:03:49,Miercoles
L-2024-0258,Tiempo de desintegracion,Balanza-03,Conforme,Linea B,13:26:17,Viernes
L-2024-0180,Peso promedio,Durometro-01,Conforme,Linea A,10:51:39,Martes
L-2024-0187,Espesor,Balanza-04,Conforme,Linea A,16:11:15,Viernes
L-2024-0245,pH,HPLC-02,Conforme,Linea A,20:33:22,Lunes
L-2024-0139,Humedad,Disolutor-02,Conforme,Linea A,06:53:44,Lunes
L-2024-0252,Friabilidad,Balanza-03,Conforme,Linea A,13:46:01,Martes
L-2024-0116,Peso promedio,Durometro-01,Conforme,Linea A,15:29:25,Martes
L-2024-0112,Uniformidad de contenido,Termobalanza-01,Conforme,Linea B,12:49:43,Miercoles
L-2024-0143,Friabilidad,Disolutor-02,Alerta,Linea A,12:24:28,Miercoles
L-2024-0059,Peso promedio,Balanza-04,Conforme,Linea A,12:11:27,Martes
L-2024-0221,Humedad,Balanza-04,Conforme,Linea A,11:39:19,Viernes
L-2024-0213,Friabilidad,Disolutor-01,Conforme,Linea A,18:30:37,Viernes
L-2024-0083,Espesor,Disolutor-02,Conforme,Linea A,13:12:54,Viernes
L-2024-0087,Disolucion 30 min,Termobalanza-01,Conforme,linea a,18:33:15,Lunes
L-2024-0056,Tiempo de desintegracion,Balanza-04,Conforme,linea a,12:28:50,Viernes
L-2024-0209,Friabilidad,Disolutor-02,Conforme,Linea B,14:57:49,Jueves
L-2024-0140,Espesor,Durometro-01,Conforme,Linea A,06:28:38,Miercoles
L-2024-0144,Tiempo de desintegracion,,Conforme,Linea A,06:33:37,Viernes
L-2024-0211,Peso promedio,Disolutor-01,Fuera de Especificacion (OOS),Linea A,20:16:00,Martes
L-2024-0075,pH,phmetro-01,Conforme,Linea A,19:37:46,Martes
L-2024-0101,Friabilidad,Durometro-01,Conforme,Linea B,15:27:47,Lunes
L-2024-0091,Friabilidad,Termobalanza-01,Conforme,Linea A,10:40:31,Martes
L-2024-0003,Humedad,Durometro-02,Conforme,Linea B,09:04:27,Martes
L-2024-0041,Peso promedio,Balanza-04,Conforme,linea a,10:26:36,Jueves
L-2024-0039,Humedad,Disolutor-01,Alerta,Linea A,07:42:58,Lunes
L-2024-0071,Uniformidad de contenido,Disolutor-02,Conforme,Linea A,14:49:20,Martes
L-2024-0200,Disolucion 30 min,phmetro-01,Alerta,Linea A,07:09:12,Martes
L-2024-0133,Disolucion 30 min,Balanza-04,Conforme,Linea B,19:39:36,Viernes
L-2024-0002,Dureza,Termobalanza-01,Conforme,Linea A,16:23:38,Jueves
L-2024-0146,,Balanza-03,Conforme,Linea B,08:45:21,Jueves
L-2024-0226,Friabilidad,Disolutor-01,Conforme,Linea B,15:16:52,Jueves
L-2024-0146,Espesor,HPLC-01,Conforme,Linea B,18:54:26,Miercoles
L-2024-0226,pH,Disolutor-01,Conforme,Linea A,09:09:49,Lunes
L-2024-0048,Uniformidad de contenido,Balanza-04,Conforme,Linea A,15:42:43,Lunes
L-2024-0053,pH,HPLC-02,Conforme,Linea B,10:09:49,Viernes
L-2024-0028,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,19:13:38,Martes
L-2024-0097,Espesor,Durometro-01,Conforme,Linea A,10:14:12,Lunes
L-2024-0162,Dureza,Balanza-03,Conforme,Linea A,06:33:46,Jueves
L-2024-0069,Espesor,HPLC-01,Conforme,Linea A,11:36:00,Lunes
L-2024-0142,pH,HPLC-01,Conforme,Linea A,09:01:48,Viernes
L-2024-0013,Espesor,Termobalanza-01,Conforme,Linea A,12:20:12,Lunes
L-2024-0088,Peso promedio,Disolutor-02,Conforme,Linea A,11:42:40,Lunes
L-2024-0019,Disolucion 30 min,Durometro-02,Conforme,Linea A,09:07:42,Martes
L-2024-0059,Dureza,Durometro-01,Fuera de Especificacion (OOS),Linea B,09:26:59,Lunes
L-2024-0120,,phmetro-01,Conforme,Linea A,07:48:28,Viernes
L-2024-0181,Dureza,,Conforme,Linea A,11:01:46,Jueves
L-2024-0104,Uniformidad de contenido,Balanza-03,Conforme,Linea B,11:56:13,Jueves
L-2024-0205,Uniformidad de contenido,Disolutor-02,Conforme,Linea B,16:02:40,Lunes
L-2024-0103,Dureza,phmetro-01,Alerta,Linea B,14:40:59,Viernes
L-2024-0023,Friabilidad,Disolutor-01,Conforme,Linea A,14:07:02,Viernes
L-2024-0078,Dureza,Disolutor-02,Conforme,Linea A,11:42:05,Lunes
L-2024-0080,Espesor,Termobalanza-01,Conforme,Linea A,09:40:03,Lunes
L-2024-0223,pH,HPLC-01,Conforme,Linea B,09:30:31,Viernes
L-2024-0258,Uniformidad de contenido,HPLC-02,Conforme,Linea A,17:22:25,Miercoles
L-2024-0099,Disolucion 30 min,Balanza-03,Conforme,Linea A,13:49:21,Jueves
L-2024-0025,Espesor,HPLC-01,Conforme,Linea A,20:20:46,Jueves
L-2024-0210,Humedad,HPLC-01,Conforme,Linea B,06:29:44,Jueves
L-2024-0230,Dureza,Durometro-02,Conforme,Linea B,13:58:04,Jueves
L-2024-0233,Friabilidad,phmetro-01,Conforme,Linea B,17:40:38,Lunes
L-2024-0041,Espesor,Durometro-02,Alerta,linea b,14:17:51,Miercoles
L-2024-0060,Disolucion 30 min,,Conforme,Linea A,06:54:44,Viernes
L-2024-0007,Humedad,Disolutor-02,Conforme,Linea A,13:12:23,Martes
L-2024-0193,Peso promedio,Durometro-01,Conforme,Linea B,17:02:54,Martes
L-2024-0065,Friabilidad,Termobalanza-01,Conforme,Linea A,09:44:20,Viernes
L-2024-0093,Tiempo de desintegracion,Durometro-02,Conforme,Linea B,20:04:09,Miercoles
L-2024-0150,Peso promedio,HPLC-02,Fuera de Tendencia (OOT),Linea B,14:07:55,Lunes
L-2024-0079,Peso promedio,Termobalanza-01,Conforme,Linea B,07:19:51,Lunes
L-2024-0217,Uniformidad de contenido,Termobalanza-01,Conforme,Linea B,18:09:18,Lunes
L-2024-0118,Tiempo de desintegracion,Disolutor-01,Conforme,Linea A,14:00:24,Miercoles
L-2024-0036,Disolucion 30 min,Balanza-04,Conforme,Linea A,17:35:28,Jueves
L-2024-0221,Uniformidad de contenido,Durometro-01,Conforme,Linea B,06:03:55,Martes
L-2024-0046,Dureza,HPLC-02,Conforme,Linea A,14:34:59,Miercoles
L-2024-0095,Espesor,phmetro-01,Conforme,Linea A,09:19:41,Miercoles
L-2024-0251,Espesor,Balanza-04,Conforme,Linea B,21:48:25,Lunes
L-2024-0154,Dureza,Disolutor-01,Conforme,Linea B,08:44:04,Miercoles
L-2024-0133,Peso promedio,Disolutor-01,Alerta,Linea A,21:42:29,Lunes
L-2024-0189,Dureza,Disolutor-01,Alerta,Linea A,11:20:23,Lunes
L-2024-0069,Espesor,Balanza-04,Conforme,Linea A,15:46:22,Viernes
L-2024-0224,Espesor,HPLC-01,Conforme,Linea A,13:39:53,Jueves
L-2024-0072,Tiempo de desintegracion,HPLC-02,Conforme,Linea B,14:42:37,Lunes
L-2024-0001,Uniformidad de contenido,HPLC-02,Alerta,Linea A,13:31:26,Lunes
L-2024-0006,pH,phmetro-01,Alerta,Linea A,10:00:27,Lunes
L-2024-0159,Friabilidad,Balanza-04,Conforme,Linea B,21:53:37,Martes
L-2024-0228,Humedad,HPLC-01,Conforme,Linea A,17:22:03,Miercoles
L-2024-0244,Peso promedio,Disolutor-01,Fuera de Tendencia (OOT),Linea A,08:58:49,Lunes
L-2024-0081,Tiempo de desintegracion,Disolutor-01,Conforme,Linea A,16:54:06,Lunes
L-2024-0078,Humedad,Balanza-04,Conforme,Linea B,14:34:48,Martes
L-2024-0257,Disolucion 30 min,,Conforme,linea a,17:15:25,Lunes
L-2024-0060,Espesor,HPLC-02,Alerta,Linea A,10:23:25,Lunes
L-2024-0250,Uniformidad de contenido,HPLC-02,Conforme,Linea A,14:14:17,Jueves
L-2024-0139,Humedad,HPLC-02,Conforme,Linea A,15:51:34,Lunes
L-2024-0051,,HPLC-01,Conforme,Linea B,15:44:22,Miercoles
L-2024-0051,Peso promedio,Disolutor-02,Conforme,Linea A,13:01:06,Miercoles
L-2024-0032,Disolucion 30 min,phmetro-01,Conforme,Linea A,09:22:22,Viernes
L-2024-0165,Disolucion 30 min,HPLC-01,Conforme,Linea A,16:19:51,Viernes
L-2024-0257,Tiempo de desintegracion,HPLC-02,Alerta,Linea B,21:27:17,Viernes
L-2024-0002,Uniformidad de contenido,Durometro-01,Conforme,Linea A,06:54:17,Jueves
L-2024-0007,Disolucion 30 min,HPLC-01,Fuera de Especificacion (OOS),Linea A,08:19:28,Lunes
L-2024-0079,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,08:31:54,Viernes
L-2024-0117,Uniformidad de contenido,HPLC-01,Conforme,Linea A,15:31:43,Viernes
L-2024-0160,Disolucion 30 min,Durometro-01,Conforme,Linea A,10:04:21,Martes
L-2024-0214,Disolucion 30 min,Balanza-03,Conforme,Linea B,07:25:14,Miercoles
L-2024-0071,Disolucion 30 min,Balanza-03,Conforme,Linea A,10:16:48,Miercoles
L-2024-0040,Humedad,HPLC-01,Conforme,Linea B,09:41:58,Miercoles
L-2024-0008,Disolucion 30 min,HPLC-02,Conforme,Linea B,20:35:19,Lunes
L-2024-0058,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,16:52:27,Lunes
L-2024-0228,Peso promedio,Balanza-04,Conforme,Linea B,13:10:39,Viernes
L-2024-0195,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,20:48:48,Jueves
L-2024-0098,Dureza,Durometro-01,Conforme,Linea A,06:58:37,Miercoles
L-2024-0060,Tiempo de desintegracion,HPLC-01,Conforme,Linea B,11:21:29,Lunes
L-2024-0046,Friabilidad,Durometro-02,Conforme,Linea A,21:03:51,Martes
L-2024-0135,Tiempo de desintegracion,Durometro-02,Conforme,Linea A,14:44:50,Viernes
L-2024-0140,Peso promedio,Balanza-03,Conforme,Linea A,08:55:03,Viernes
L-2024-0195,Peso promedio,Durometro-02,Conforme,Linea B,09:43:39,Lunes
L-2024-0016,Uniformidad de contenido,Balanza-04,Conforme,Linea A,17:19:17,Miercoles
L-2024-0058,Friabilidad,Durometro-01,Conforme,Linea A,18:07:55,Viernes
L-2024-0120,pH,phmetro-01,Conforme,Linea B,11:25:59,Jueves
L-2024-0113,Friabilidad,Balanza-04,Conforme,Linea B,09:14:12,Lunes
L-2024-0170,pH,HPLC-02,Conforme,Linea B,17:56:59,Miercoles
L-2024-0095,Humedad,Termobalanza-01,Conforme,Linea A,20:30:02,Jueves
L-2024-0028,Friabilidad,HPLC-01,Conforme,Linea A,09:41:36,Lunes
L-2024-0218,Tiempo de desintegracion,Balanza-03,Alerta,Linea B,20:22:17,Lunes
L-2024-0130,Peso promedio,phmetro-01,Fuera de Especificacion (OOS),Linea A,07:17:16,Lunes
L-2024-0119,Espesor,Balanza-04,Conforme,linea a,08:00:25,Lunes
L-2024-0078,Tiempo de desintegracion,Balanza-03,Conforme,Linea B,20:40:22,Miercoles
L-2024-0136,Disolucion 30 min,,Conforme,Linea B,08:40:58,Martes
L-2024-0223,Peso promedio,Durometro-01,Conforme,Linea A,20:26:38,Jueves
L-2024-0032,Dureza,phmetro-01,Conforme,Linea B,11:49:53,Jueves
L-2024-0003,Friabilidad,Balanza-04,Conforme,Linea B,15:42:45,Martes
L-2024-0157,Uniformidad de contenido,Termobalanza-01,Conforme,Linea A,17:19:31,Lunes
L-2024-0199,Humedad,Termobalanza-01,Conforme,Linea A,11:26:32,Miercoles
L-2024-0226,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,18:43:17,Jueves
L-2024-0111,Uniformidad de contenido,Disolutor-01,Conforme,Linea B,08:46:58,Miercoles
L-2024-0119,Dureza,Balanza-04,Conforme,linea a,12:57:30,Lunes
L-2024-0202,pH,phmetro-01,Alerta,Linea B,09:43:02,Lunes
L-2024-0038,Disolucion 30 min,Balanza-03,Alerta,Linea A,19:48:10,Martes
L-2024-0177,Humedad,Durometro-01,Alerta,Linea A,13:21:06,Lunes
L-2024-0156,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,11:00:05,Miercoles
L-2024-0030,Uniformidad de contenido,,Conforme,Linea A,07:43:42,Lunes
L-2024-0195,Friabilidad,Disolutor-01,Conforme,Linea B,19:57:46,Miercoles
L-2024-0219,Uniformidad de contenido,Durometro-01,Conforme,Linea A,15:15:42,Jueves
L-2024-0041,pH,Disolutor-02,Fuera de Especificacion (OOS),Linea B,10:53:08,Martes
L-2024-0127,Friabilidad,Durometro-01,Conforme,Linea A,06:30:56,Miercoles
L-2024-0081,Peso promedio,Durometro-01,Conforme,Linea B,09:39:56,Martes
L-2024-0068,pH,HPLC-02,Conforme,Linea B,10:02:18,Viernes
L-2024-0018,Peso promedio,Balanza-04,Alerta,Linea A,08:56:39,Lunes
L-2024-0124,Tiempo de desintegracion,Disolutor-01,Conforme,Linea B,07:19:48,Miercoles
L-2024-0074,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,21:16:34,Miercoles
L-2024-0085,Disolucion 30 min,Durometro-02,Conforme,Linea B,18:49:10,Jueves
L-2024-0093,Disolucion 30 min,HPLC-02,Conforme,Linea B,11:08:07,Lunes
L-2024-0202,Humedad,Balanza-04,Conforme,Linea A,19:14:23,Miercoles
L-2024-0086,Friabilidad,Balanza-04,Fuera de Especificacion (OOS),Linea A,11:49:43,Miercoles
L-2024-0052,Humedad,Termobalanza-01,Conforme,Linea A,20:57:07,Miercoles
L-2024-0056,Disolucion 30 min,Termobalanza-01,Conforme,Linea B,15:02:34,Martes
L-2024-0191,Tiempo de desintegracion,Balanza-04,Conforme,Linea B,14:36:02,Jueves
L-2024-0248,Tiempo de desintegracion,phmetro-01,Conforme,Linea A,08:07:10,Martes
L-2024-0111,Peso promedio,Durometro-01,Conforme,Linea B,09:24:51,Lunes
L-2024-0170,Uniformidad de contenido,HPLC-01,Fuera de Especificacion (OOS),linea b,17:11:10,Viernes
L-2024-0167,,Balanza-04,Conforme,Linea A,14:46:02,Viernes
L-2024-0200,Disolucion 30 min,phmetro-01,Conforme,Linea B,19:32:24,Viernes
L-2024-0204,pH,HPLC-02,Conforme,Linea B,09:31:05,Viernes
L-2024-0238,Uniformidad de contenido,HPLC-01,Conforme,Linea A,20:44:07,Lunes
L-2024-0243,Dureza,Balanza-03,Conforme,Linea B,14:57:39,Lunes
L-2024-0253,Disolucion 30 min,Balanza-03,Conforme,Linea A,12:58:19,Jueves
L-2024-0002,Tiempo de desintegracion,HPLC-01,Alerta,Linea A,18:11:12,Martes
L-2024-0132,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,08:45:35,Lunes
L-2024-0016,Humedad,phmetro-01,Alerta,Linea A,06:45:32,Lunes
L-2024-0195,Espesor,Balanza-03,Conforme,Linea A,17:20:21,Lunes
L-2024-0033,Tiempo de desintegracion,Balanza-04,Alerta,Linea A,13:00:33,Viernes
L-2024-0220,Espesor,Durometro-01,Conforme,Linea A,12:45:08,Lunes
L-2024-0259,Friabilidad,Termobalanza-01,Conforme,Linea A,18:47:38,Miercoles
L-2024-0182,Humedad,,Alerta,Linea A,07:17:31,Martes
L-2024-0181,Espesor,HPLC-02,Conforme,Linea A,20:35:07,Martes
L-2024-0019,Uniformidad de contenido,Durometro-01,Conforme,Linea A,11:20:44,Jueves
L-2024-0098,Friabilidad,HPLC-01,Alerta,Linea B,16:47:49,Jueves
L-2024-0131,Friabilidad,Balanza-03,Conforme,Linea B,18:10:09,Lunes
L-2024-0002,Friabilidad,Balanza-03,Conforme,Linea B,10:47:25,Miercoles
L-2024-0044,Uniformidad de contenido,Termobalanza-01,Fuera de Especificacion (OOS),Linea B,15:54:26,Jueves
L-2024-0150,Humedad,HPLC-01,Alerta,Linea A,06:25:44,Lunes
L-2024-0140,pH,Durometro-02,Conforme,Linea A,20:50:37,Martes
L-2024-0147,Disolucion 30 min,Balanza-03,Conforme,Linea A,07:11:24,Jueves
L-2024-0169,Humedad,HPLC-02,Fuera de Tendencia (OOT),Linea A,07:16:07,Lunes
L-2024-0103,Dureza,Disolutor-01,Conforme,Linea A,09:24:56,Jueves
L-2024-0128,Disolucion 30 min,Termobalanza-01,Fuera de Especificacion (OOS),Linea B,07:10:51,Lunes
L-2024-0065,Uniformidad de contenido,HPLC-02,Conforme,linea a,13:49:02,Jueves
L-2024-0031,Humedad,Termobalanza-01,Conforme,Linea A,10:23:47,Viernes
L-2024-0157,Dureza,Termobalanza-01,Conforme,Linea A,16:42:27,Miercoles
L-2024-0239,Espesor,HPLC-02,Conforme,Linea A,10:59:13,Miercoles
L-2024-0164,Espesor,HPLC-01,Conforme,Linea A,09:42:47,Jueves
L-2024-0150,pH,HPLC-02,Conforme,Linea B,21:05:05,Jueves
L-2024-0180,Friabilidad,Disolutor-01,Conforme,Linea A,13:16:28,Viernes
L-2024-0115,Uniformidad de contenido,Durometro-02,Conforme,Linea A,17:11:17,Jueves
L-2024-0199,Peso promedio,Disolutor-02,Conforme,Linea A,12:55:45,Miercoles
L-2024-0032,pH,Disolutor-02,Conforme,Linea B,18:07:14,Miercoles
L-2024-0136,pH,Balanza-03,Conforme,Linea B,18:59:37,Martes
L-2024-0050,Tiempo de desintegracion,Balanza-03,Conforme,Linea A,18:50:41,Lunes
L-2024-0259,Uniformidad de contenido,HPLC-02,Conforme,Linea B,18:26:17,Lunes
L-2024-0250,,Balanza-04,Alerta,Linea A,11:04:41,Miercoles
L-2024-0164,Espesor,Balanza-04,Alerta,Linea A,16:49:14,Miercoles
L-2024-0218,Tiempo de desintegracion,HPLC-02,Conforme,Linea A,19:32:34,Jueves
L-2024-0040,Tiempo de desintegracion,Termobalanza-01,Conforme,Linea A,10:47:01,Martes
L-2024-0254,Dureza,Durometro-02,Conforme,Linea B,14:30:06,Viernes
L-2024-0163,Dureza,Termobalanza-01,Conforme,Linea A,08:21:01,Viernes
L-2024-0043,Espesor,Durometro-02,Conforme,Linea A,10:30:54,Viernes
L-2024-0065,Friabilidad,Termobalanza-01,Conforme,linea a,06:41:47,Lunes
L-2024-0236,Dureza,Disolutor-02,Alerta,Linea B,19:08:11,Miercoles
L-2024-0105,Tiempo de desintegracion,Durometro-02,Conforme,Linea B,19:52:07,Viernes
L-2024-0120,Humedad,Termobalanza-01,Conforme,Linea B,06:27:43,Jueves
L-2024-0171,Friabilidad,Termobalanza-01,Alerta,Linea B,09:33:46,Jueves
L-2024-0199,Friabilidad,Termobalanza-01,Conforme,Linea A,06:31:35,Martes
L-2024-0205,Uniformidad de contenido,Balanza-03,Conforme,Linea A,18:38:35,Miercoles
L-2024-0083,Uniformidad de contenido,Termobalanza-01,Conforme,Linea A,19:27:42,Jueves
L-2024-0148,Dureza,Balanza-04,Conforme,Linea A,09:58:03,Jueves
L-2024-0161,Dureza,Disolutor-02,Conforme,Linea A,14:46:26,Miercoles
L-2024-0160,,Termobalanza-01,Conforme,Linea A,21:34:23,Viernes
L-2024-0045,Humedad,Disolutor-01,Conforme,Linea A,12:18:58,Jueves
L-2024-0110,Peso promedio,Disolutor-02,Conforme,Linea B,18:13:59,Viernes
L-2024-0041,Uniformidad de contenido,Durometro-02,Alerta,Linea A,09:31:35,Miercoles
